mode,dataset,k,algo,algo_display,step,score,score_raw,json_path,source
k,aime25x8,64,DeepSeek-R1-Distill-Qwen-1.5B_rslora,RSLoRA,300,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_rslora/DeepSeek-R1-Distill-Qwen-1.5B_rslora__global_step_300/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,128,DeepSeek-R1-Distill-Qwen-1.5B_rslora,RSLoRA,300,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_rslora/DeepSeek-R1-Distill-Qwen-1.5B_rslora__global_step_300/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,1,Base Model,Base Model,-1,9.4,9.4,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/base__DeepSeek-R1-Distill-Qwen-1.5B/g1/aime25x8/test_qwen25-math-cot_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,1,DeepSeek-R1-Distill-Qwen-1.5B_vanilla,LoRA,300,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_vanilla/DeepSeek-R1-Distill-Qwen-1.5B_vanilla__global_step_300/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,8,DeepSeek-R1-Distill-Qwen-1.5B_vanilla,LoRA,300,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_vanilla/DeepSeek-R1-Distill-Qwen-1.5B_vanilla__global_step_300/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,16,DeepSeek-R1-Distill-Qwen-1.5B_vanilla,LoRA,300,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_vanilla/DeepSeek-R1-Distill-Qwen-1.5B_vanilla__global_step_300/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,32,DeepSeek-R1-Distill-Qwen-1.5B_vanilla,LoRA,300,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_vanilla/DeepSeek-R1-Distill-Qwen-1.5B_vanilla__global_step_300/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,64,DeepSeek-R1-Distill-Qwen-1.5B_vanilla,LoRA,300,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_vanilla/DeepSeek-R1-Distill-Qwen-1.5B_vanilla__global_step_300/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,128,DeepSeek-R1-Distill-Qwen-1.5B_vanilla,LoRA,300,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_vanilla/DeepSeek-R1-Distill-Qwen-1.5B_vanilla__global_step_300/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,1,DeepSeek-R1-Distill-Qwen-1.5B_opra_opra,RCA (Ours),100,12.7,12.7,/home/caixq/project/LLM_EVAL/eval_results/OPRA-K-ABLATION_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_opra_r32_k1/DeepSeek-R1-Distill-Qwen-1.5B_opra_r32_k1__global_step_100/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,opra_principle_best
k,aime25x8,8,DeepSeek-R1-Distill-Qwen-1.5B_opra_opra,RCA (Ours),200,28.1,28.1,/home/caixq/project/LLM_EVAL/eval_results/OPRA-K-ABLATION_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_opra_r32_k16/DeepSeek-R1-Distill-Qwen-1.5B_opra_r32_k16__global_step_200/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,opra_principle_best
k,aime25x8,16,DeepSeek-R1-Distill-Qwen-1.5B_opra_opra,RCA (Ours),200,34.2,34.2,/home/caixq/project/LLM_EVAL/eval_results/OPRA-K-ABLATION_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_opra_r32_k16/DeepSeek-R1-Distill-Qwen-1.5B_opra_r32_k16__global_step_200/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,opra_principle_best
k,aime25x8,32,DeepSeek-R1-Distill-Qwen-1.5B_opra_opra,RCA (Ours),200,40.4,40.4,/home/caixq/project/LLM_EVAL/eval_results/OPRA-K-ABLATION_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_opra_r32_k16/DeepSeek-R1-Distill-Qwen-1.5B_opra_r32_k16__global_step_200/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,opra_principle_best
k,aime25x8,64,DeepSeek-R1-Distill-Qwen-1.5B_opra_opra,RCA (Ours),100,46.2,46.2,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_opra_opra/DeepSeek-R1-Distill-Qwen-1.5B_opra_opra__global_step_100/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,128,DeepSeek-R1-Distill-Qwen-1.5B_opra_opra,RCA (Ours),100,53.8,53.8,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_opra_opra/DeepSeek-R1-Distill-Qwen-1.5B_opra_opra__global_step_100/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,1,ver_rule_grpo_nocurl_DeepSeek-R1-Distill-Qwen-1.5B,FFT,313,10.3,10.3,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/ver_rule_grpo_DeepSeek-R1-Distill-Qwen-1.5B/ver_rule_grpo_nocurl_DeepSeek-R1-Distill-Qwen-1.5B__global_step_313/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,8,ver_rule_grpo_nocurl_DeepSeek-R1-Distill-Qwen-1.5B,FFT,313,25.7,25.7,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/ver_rule_grpo_DeepSeek-R1-Distill-Qwen-1.5B/ver_rule_grpo_nocurl_DeepSeek-R1-Distill-Qwen-1.5B__global_step_313/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,1,DeepSeek-R1-Distill-Qwen-1.5B_olora,OLoRA,300,4.5,4.5,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_olora/DeepSeek-R1-Distill-Qwen-1.5B_olora__global_step_300/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,8,DeepSeek-R1-Distill-Qwen-1.5B_olora,OLoRA,300,14.5,14.5,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_olora/DeepSeek-R1-Distill-Qwen-1.5B_olora__global_step_300/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,16,DeepSeek-R1-Distill-Qwen-1.5B_olora,OLoRA,300,19.1,19.1,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_olora/DeepSeek-R1-Distill-Qwen-1.5B_olora__global_step_300/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,32,DeepSeek-R1-Distill-Qwen-1.5B_olora,OLoRA,300,24.2,24.2,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_olora/DeepSeek-R1-Distill-Qwen-1.5B_olora__global_step_300/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,64,DeepSeek-R1-Distill-Qwen-1.5B_olora,OLoRA,300,29.5,29.5,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_olora/DeepSeek-R1-Distill-Qwen-1.5B_olora__global_step_300/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,128,DeepSeek-R1-Distill-Qwen-1.5B_olora,OLoRA,300,35.0,35.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_olora/DeepSeek-R1-Distill-Qwen-1.5B_olora__global_step_300/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,1,DeepSeek-R1-Distill-Qwen-1.5B_adalora,AdaLoRA,300,14.1,14.1,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_adalora/DeepSeek-R1-Distill-Qwen-1.5B_adalora__global_step_300/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,8,DeepSeek-R1-Distill-Qwen-1.5B_adalora,AdaLoRA,300,30.8,30.8,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_adalora/DeepSeek-R1-Distill-Qwen-1.5B_adalora__global_step_300/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,16,DeepSeek-R1-Distill-Qwen-1.5B_adalora,AdaLoRA,300,35.8,35.8,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_adalora/DeepSeek-R1-Distill-Qwen-1.5B_adalora__global_step_300/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,32,DeepSeek-R1-Distill-Qwen-1.5B_adalora,AdaLoRA,300,41.1,41.1,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_adalora/DeepSeek-R1-Distill-Qwen-1.5B_adalora__global_step_300/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,64,DeepSeek-R1-Distill-Qwen-1.5B_adalora,AdaLoRA,300,47.4,47.4,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_adalora/DeepSeek-R1-Distill-Qwen-1.5B_adalora__global_step_300/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,128,DeepSeek-R1-Distill-Qwen-1.5B_adalora,AdaLoRA,300,54.6,54.6,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_adalora/DeepSeek-R1-Distill-Qwen-1.5B_adalora__global_step_300/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,1,DeepSeek-R1-Distill-Qwen-1.5B_pissa,PiSSA,300,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_pissa/DeepSeek-R1-Distill-Qwen-1.5B_pissa__global_step_300/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,8,DeepSeek-R1-Distill-Qwen-1.5B_pissa,PiSSA,300,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_pissa/DeepSeek-R1-Distill-Qwen-1.5B_pissa__global_step_300/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,16,DeepSeek-R1-Distill-Qwen-1.5B_pissa,PiSSA,300,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_pissa/DeepSeek-R1-Distill-Qwen-1.5B_pissa__global_step_300/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,32,DeepSeek-R1-Distill-Qwen-1.5B_pissa,PiSSA,300,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_pissa/DeepSeek-R1-Distill-Qwen-1.5B_pissa__global_step_300/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,64,DeepSeek-R1-Distill-Qwen-1.5B_pissa,PiSSA,300,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_pissa/DeepSeek-R1-Distill-Qwen-1.5B_pissa__global_step_300/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,128,DeepSeek-R1-Distill-Qwen-1.5B_pissa,PiSSA,300,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_pissa/DeepSeek-R1-Distill-Qwen-1.5B_pissa__global_step_300/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,1,DeepSeek-R1-Distill-Qwen-1.5B_rslora,RSLoRA,300,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_rslora/DeepSeek-R1-Distill-Qwen-1.5B_rslora__global_step_300/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,8,DeepSeek-R1-Distill-Qwen-1.5B_rslora,RSLoRA,300,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_rslora/DeepSeek-R1-Distill-Qwen-1.5B_rslora__global_step_300/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,16,DeepSeek-R1-Distill-Qwen-1.5B_rslora,RSLoRA,300,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_rslora/DeepSeek-R1-Distill-Qwen-1.5B_rslora__global_step_300/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,32,DeepSeek-R1-Distill-Qwen-1.5B_rslora,RSLoRA,300,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_rslora/DeepSeek-R1-Distill-Qwen-1.5B_rslora__global_step_300/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,64,DeepSeek-R1-Distill-Qwen-1.5B_rslora,RSLoRA,300,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_rslora/DeepSeek-R1-Distill-Qwen-1.5B_rslora__global_step_300/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,128,DeepSeek-R1-Distill-Qwen-1.5B_rslora,RSLoRA,300,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_rslora/DeepSeek-R1-Distill-Qwen-1.5B_rslora__global_step_300/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,1,Base Model,Base Model,-1,9.0,9.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/base__DeepSeek-R1-Distill-Qwen-1.5B/g1/aime24x8/test_qwen25-math-cot_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,1,DeepSeek-R1-Distill-Qwen-1.5B_vanilla,LoRA,300,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_vanilla/DeepSeek-R1-Distill-Qwen-1.5B_vanilla__global_step_300/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,8,DeepSeek-R1-Distill-Qwen-1.5B_vanilla,LoRA,300,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_vanilla/DeepSeek-R1-Distill-Qwen-1.5B_vanilla__global_step_300/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,16,DeepSeek-R1-Distill-Qwen-1.5B_vanilla,LoRA,300,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_vanilla/DeepSeek-R1-Distill-Qwen-1.5B_vanilla__global_step_300/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,32,DeepSeek-R1-Distill-Qwen-1.5B_vanilla,LoRA,300,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_vanilla/DeepSeek-R1-Distill-Qwen-1.5B_vanilla__global_step_300/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,64,DeepSeek-R1-Distill-Qwen-1.5B_vanilla,LoRA,300,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_vanilla/DeepSeek-R1-Distill-Qwen-1.5B_vanilla__global_step_300/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,128,DeepSeek-R1-Distill-Qwen-1.5B_vanilla,LoRA,300,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_vanilla/DeepSeek-R1-Distill-Qwen-1.5B_vanilla__global_step_300/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,1,DeepSeek-R1-Distill-Qwen-1.5B_opra_opra,RCA (Ours),200,15.9,15.9,/home/caixq/project/LLM_EVAL/eval_results/OPRA-K-ABLATION_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_opra_r32_k16/DeepSeek-R1-Distill-Qwen-1.5B_opra_r32_k16__global_step_200/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,opra_principle_best
k,aime24x8,8,DeepSeek-R1-Distill-Qwen-1.5B_opra_opra,RCA (Ours),200,37.6,37.6,/home/caixq/project/LLM_EVAL/eval_results/OPRA-K-ABLATION_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_opra_r32_k16/DeepSeek-R1-Distill-Qwen-1.5B_opra_r32_k16__global_step_200/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,opra_principle_best
k,aime24x8,16,DeepSeek-R1-Distill-Qwen-1.5B_opra_opra,RCA (Ours),200,45.8,45.8,/home/caixq/project/LLM_EVAL/eval_results/OPRA-K-ABLATION_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_opra_r32_k16/DeepSeek-R1-Distill-Qwen-1.5B_opra_r32_k16__global_step_200/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,opra_principle_best
k,aime24x8,32,DeepSeek-R1-Distill-Qwen-1.5B_opra_opra,RCA (Ours),200,54.6,54.6,/home/caixq/project/LLM_EVAL/eval_results/OPRA-K-ABLATION_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_opra_r32_k16/DeepSeek-R1-Distill-Qwen-1.5B_opra_r32_k16__global_step_200/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,opra_principle_best
k,aime24x8,64,DeepSeek-R1-Distill-Qwen-1.5B_opra_opra,RCA (Ours),100,54.8,54.8,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_opra_opra/DeepSeek-R1-Distill-Qwen-1.5B_opra_opra__global_step_100/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,128,DeepSeek-R1-Distill-Qwen-1.5B_opra_opra,RCA (Ours),100,62.1,62.1,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/DeepSeek_R1_Distill_Qwen_1_5B_opra_opra/DeepSeek-R1-Distill-Qwen-1.5B_opra_opra__global_step_100/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,1,ver_rule_grpo_nocurl_DeepSeek-R1-Distill-Qwen-1.5B,FFT,313,11.0,11.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/ver_rule_grpo_DeepSeek-R1-Distill-Qwen-1.5B/ver_rule_grpo_nocurl_DeepSeek-R1-Distill-Qwen-1.5B__global_step_313/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
