mode,dataset,k,algo,algo_display,step,score,score_raw,json_path,source
k,aime25x8,8,ver_rule_grpo_nocurl_Qwen2.5-math-1.5B,FFT,313,25.0,25.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/ver_rule_grpo_Qwen2.5-math-1.5B/ver_rule_grpo_nocurl_Qwen2.5-math-1.5B__global_step_313/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,1,Qwen2.5-math-1.5B_olora,OLoRA,313,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Qwen2_5_math_1_5B_olora/Qwen2.5-math-1.5B_olora__global_step_313/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,8,Qwen2.5-math-1.5B_olora,OLoRA,313,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Qwen2_5_math_1_5B_olora/Qwen2.5-math-1.5B_olora__global_step_313/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,16,Qwen2.5-math-1.5B_olora,OLoRA,313,0.1,0.1,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Qwen2_5_math_1_5B_olora/Qwen2.5-math-1.5B_olora__global_step_313/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,32,Qwen2.5-math-1.5B_olora,OLoRA,313,0.1,0.1,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Qwen2_5_math_1_5B_olora/Qwen2.5-math-1.5B_olora__global_step_313/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,64,Qwen2.5-math-1.5B_olora,OLoRA,313,0.2,0.2,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Qwen2_5_math_1_5B_olora/Qwen2.5-math-1.5B_olora__global_step_313/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,128,Qwen2.5-math-1.5B_olora,OLoRA,313,0.4,0.4,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Qwen2_5_math_1_5B_olora/Qwen2.5-math-1.5B_olora__global_step_313/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,1,Qwen2.5-math-1.5B_opra_opra,RCA (Ours),300,11.7,11.7,/home/caixq/project/LLM_EVAL/eval_results/OPRA-K-ABLATION_think-boxed/json/Qwen2_5_math_1_5B_opra_r32_k16/Qwen2.5-math-1.5B_opra_r32_k16__global_step_300/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,opra_principle_best
k,aime25x8,8,Qwen2.5-math-1.5B_opra_opra,RCA (Ours),100,27.6,27.6,/home/caixq/project/LLM_EVAL/eval_results/OPRA-K-ABLATION_think-boxed/json/Qwen2_5_math_1_5B_opra_r32_k2/Qwen2.5-math-1.5B_opra_r32_k2__global_step_100/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,opra_principle_best
k,aime25x8,16,Qwen2.5-math-1.5B_opra_opra,RCA (Ours),100,33.5,33.5,/home/caixq/project/LLM_EVAL/eval_results/OPRA-K-ABLATION_think-boxed/json/Qwen2_5_math_1_5B_opra_r32_k2/Qwen2.5-math-1.5B_opra_r32_k2__global_step_100/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,opra_principle_best
k,aime25x8,32,Qwen2.5-math-1.5B_opra_opra,RCA (Ours),100,39.6,39.6,/home/caixq/project/LLM_EVAL/eval_results/OPRA-K-ABLATION_think-boxed/json/Qwen2_5_math_1_5B_opra_r32_k2/Qwen2.5-math-1.5B_opra_r32_k2__global_step_100/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,opra_principle_best
k,aime25x8,64,Qwen2.5-math-1.5B_opra_opra,RCA (Ours),100,39.6,37.9,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Qwen2_5_math_1_5B_opra_opra/Qwen2.5-math-1.5B_opra_opra__global_step_100/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,128,Qwen2.5-math-1.5B_opra_opra,RCA (Ours),100,42.9,42.9,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Qwen2_5_math_1_5B_opra_opra/Qwen2.5-math-1.5B_opra_opra__global_step_100/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,1,Qwen2.5-math-1.5B_pissa,PiSSA,313,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Qwen2_5_math_1_5B_pissa/Qwen2.5-math-1.5B_pissa__global_step_313/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,1,Qwen2.5-math-1.5B_rslora,RSLoRA,313,6.1,6.1,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Qwen2_5_math_1_5B_rslora/Qwen2.5-math-1.5B_rslora__global_step_313/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,1,Base Model,Base Model,-1,6.0,6.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/base__Qwen2.5-math-1.5B/g1/aime24x8/test_qwen25-math-cot_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,1,Qwen2.5-math-1.5B_vanilla,LoRA,300,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Qwen2_5_math_1_5B_vanilla/Qwen2.5-math-1.5B_vanilla__global_step_300/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,8,Qwen2.5-math-1.5B_vanilla,LoRA,300,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Qwen2_5_math_1_5B_vanilla/Qwen2.5-math-1.5B_vanilla__global_step_300/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,16,Qwen2.5-math-1.5B_vanilla,LoRA,300,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Qwen2_5_math_1_5B_vanilla/Qwen2.5-math-1.5B_vanilla__global_step_300/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,32,Qwen2.5-math-1.5B_vanilla,LoRA,300,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Qwen2_5_math_1_5B_vanilla/Qwen2.5-math-1.5B_vanilla__global_step_300/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,64,Qwen2.5-math-1.5B_vanilla,LoRA,300,45.2,45.2,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Qwen2_5_math_1_5B_vanilla/Qwen2.5-math-1.5B_vanilla__global_step_300/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,128,Qwen2.5-math-1.5B_vanilla,LoRA,300,50.4,50.4,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Qwen2_5_math_1_5B_vanilla/Qwen2.5-math-1.5B_vanilla__global_step_300/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,1,Qwen2.5-math-1.5B_adalora,AdaLoRA,300,9.8,9.8,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Qwen2_5_math_1_5B_adalora/Qwen2.5-math-1.5B_adalora__global_step_300/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,8,Qwen2.5-math-1.5B_adalora,AdaLoRA,300,28.9,28.9,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Qwen2_5_math_1_5B_adalora/Qwen2.5-math-1.5B_adalora__global_step_300/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,16,Qwen2.5-math-1.5B_adalora,AdaLoRA,300,35.0,35.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Qwen2_5_math_1_5B_adalora/Qwen2.5-math-1.5B_adalora__global_step_300/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,32,Qwen2.5-math-1.5B_adalora,AdaLoRA,300,41.0,41.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Qwen2_5_math_1_5B_adalora/Qwen2.5-math-1.5B_adalora__global_step_300/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,64,Qwen2.5-math-1.5B_adalora,AdaLoRA,300,47.5,47.5,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Qwen2_5_math_1_5B_adalora/Qwen2.5-math-1.5B_adalora__global_step_300/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,128,Qwen2.5-math-1.5B_adalora,AdaLoRA,300,53.3,53.3,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Qwen2_5_math_1_5B_adalora/Qwen2.5-math-1.5B_adalora__global_step_300/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,1,ver_rule_grpo_nocurl_Qwen2.5-math-1.5B,FFT,313,15.5,15.5,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/ver_rule_grpo_Qwen2.5-math-1.5B/ver_rule_grpo_nocurl_Qwen2.5-math-1.5B__global_step_313/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,8,ver_rule_grpo_nocurl_Qwen2.5-math-1.5B,FFT,313,33.3,33.3,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/ver_rule_grpo_Qwen2.5-math-1.5B/ver_rule_grpo_nocurl_Qwen2.5-math-1.5B__global_step_313/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,1,Qwen2.5-math-1.5B_olora,OLoRA,313,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Qwen2_5_math_1_5B_olora/Qwen2.5-math-1.5B_olora__global_step_313/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,8,Qwen2.5-math-1.5B_olora,OLoRA,313,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Qwen2_5_math_1_5B_olora/Qwen2.5-math-1.5B_olora__global_step_313/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,16,Qwen2.5-math-1.5B_olora,OLoRA,313,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Qwen2_5_math_1_5B_olora/Qwen2.5-math-1.5B_olora__global_step_313/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,32,Qwen2.5-math-1.5B_olora,OLoRA,313,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Qwen2_5_math_1_5B_olora/Qwen2.5-math-1.5B_olora__global_step_313/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,64,Qwen2.5-math-1.5B_olora,OLoRA,313,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Qwen2_5_math_1_5B_olora/Qwen2.5-math-1.5B_olora__global_step_313/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,128,Qwen2.5-math-1.5B_olora,OLoRA,313,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Qwen2_5_math_1_5B_olora/Qwen2.5-math-1.5B_olora__global_step_313/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,1,Qwen2.5-math-1.5B_opra_opra,RCA (Ours),200,13.9,13.9,/home/caixq/project/LLM_EVAL/eval_results/OPRA-K-ABLATION_think-boxed/json/Qwen2_5_math_1_5B_opra_r32_k0/Qwen2.5-math-1.5B_opra_r32_k0__global_step_200/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,opra_principle_best
k,aime24x8,8,Qwen2.5-math-1.5B_opra_opra,RCA (Ours),100,31.4,31.4,/home/caixq/project/LLM_EVAL/eval_results/OPRA-K-ABLATION_think-boxed/json/Qwen2_5_math_1_5B_opra_r32_k4/Qwen2.5-math-1.5B_opra_r32_k4__global_step_100/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,opra_principle_best
k,aime24x8,16,Qwen2.5-math-1.5B_opra_opra,RCA (Ours),100,37.4,37.4,/home/caixq/project/LLM_EVAL/eval_results/OPRA-K-ABLATION_think-boxed/json/Qwen2_5_math_1_5B_opra_r32_k4/Qwen2.5-math-1.5B_opra_r32_k4__global_step_100/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,opra_principle_best
k,aime24x8,32,Qwen2.5-math-1.5B_opra_opra,RCA (Ours),100,42.9,42.9,/home/caixq/project/LLM_EVAL/eval_results/OPRA-K-ABLATION_think-boxed/json/Qwen2_5_math_1_5B_opra_r32_k4/Qwen2.5-math-1.5B_opra_r32_k4__global_step_100/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,opra_principle_best
k,aime24x8,64,Qwen2.5-math-1.5B_opra_opra,RCA (Ours),100,50.8,50.8,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Qwen2_5_math_1_5B_opra_opra/Qwen2.5-math-1.5B_opra_opra__global_step_100/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,128,Qwen2.5-math-1.5B_opra_opra,RCA (Ours),100,56.7,56.7,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Qwen2_5_math_1_5B_opra_opra/Qwen2.5-math-1.5B_opra_opra__global_step_100/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,1,Qwen2.5-math-1.5B_pissa,PiSSA,313,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Qwen2_5_math_1_5B_pissa/Qwen2.5-math-1.5B_pissa__global_step_313/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,amc23x8,1,Qwen2.5-math-1.5B_rslora,RSLoRA,313,33.2,33.2,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Qwen2_5_math_1_5B_rslora/Qwen2.5-math-1.5B_rslora__global_step_313/g1/amc23x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,amc23x8,1,Base Model,Base Model,-1,34.2,34.2,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/base__Qwen2.5-math-1.5B/g1/amc23x8/test_qwen25-math-cot_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,amc23x8,1,Qwen2.5-math-1.5B_vanilla,LoRA,313,0.5,0.5,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Qwen2_5_math_1_5B_vanilla/Qwen2.5-math-1.5B_vanilla__global_step_313/g1/amc23x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,amc23x8,1,Qwen2.5-math-1.5B_adalora,AdaLoRA,300,41.2,41.2,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Qwen2_5_math_1_5B_adalora/Qwen2.5-math-1.5B_adalora__global_step_300/g1/amc23x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,amc23x8,8,Qwen2.5-math-1.5B_adalora,AdaLoRA,300,78.4,78.4,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Qwen2_5_math_1_5B_adalora/Qwen2.5-math-1.5B_adalora__global_step_300/g1/amc23x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,amc23x8,16,Qwen2.5-math-1.5B_adalora,AdaLoRA,300,85.3,85.3,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Qwen2_5_math_1_5B_adalora/Qwen2.5-math-1.5B_adalora__global_step_300/g1/amc23x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,amc23x8,32,Qwen2.5-math-1.5B_adalora,AdaLoRA,300,90.3,90.3,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Qwen2_5_math_1_5B_adalora/Qwen2.5-math-1.5B_adalora__global_step_300/g1/amc23x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,amc23x8,64,Qwen2.5-math-1.5B_adalora,AdaLoRA,300,94.3,94.3,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Qwen2_5_math_1_5B_adalora/Qwen2.5-math-1.5B_adalora__global_step_300/g1/amc23x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,amc23x8,128,Qwen2.5-math-1.5B_adalora,AdaLoRA,300,97.5,97.5,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Qwen2_5_math_1_5B_adalora/Qwen2.5-math-1.5B_adalora__global_step_300/g1/amc23x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,amc23x8,1,ver_rule_grpo_nocurl_Qwen2.5-math-1.5B,FFT,313,51.8,51.8,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/ver_rule_grpo_Qwen2.5-math-1.5B/ver_rule_grpo_nocurl_Qwen2.5-math-1.5B__global_step_313/g1/amc23x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,amc23x8,8,ver_rule_grpo_nocurl_Qwen2.5-math-1.5B,FFT,313,79.2,79.2,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/ver_rule_grpo_Qwen2.5-math-1.5B/ver_rule_grpo_nocurl_Qwen2.5-math-1.5B__global_step_313/g1/amc23x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,amc23x8,1,Qwen2.5-math-1.5B_olora,OLoRA,313,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Qwen2_5_math_1_5B_olora/Qwen2.5-math-1.5B_olora__global_step_313/g1/amc23x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,amc23x8,8,Qwen2.5-math-1.5B_olora,OLoRA,313,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Qwen2_5_math_1_5B_olora/Qwen2.5-math-1.5B_olora__global_step_313/g1/amc23x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,amc23x8,16,Qwen2.5-math-1.5B_olora,OLoRA,313,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Qwen2_5_math_1_5B_olora/Qwen2.5-math-1.5B_olora__global_step_313/g1/amc23x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,amc23x8,32,Qwen2.5-math-1.5B_olora,OLoRA,313,0.1,0.1,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Qwen2_5_math_1_5B_olora/Qwen2.5-math-1.5B_olora__global_step_313/g1/amc23x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,amc23x8,64,Qwen2.5-math-1.5B_olora,OLoRA,313,0.2,0.2,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Qwen2_5_math_1_5B_olora/Qwen2.5-math-1.5B_olora__global_step_313/g1/amc23x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,amc23x8,128,Qwen2.5-math-1.5B_olora,OLoRA,313,0.3,0.3,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Qwen2_5_math_1_5B_olora/Qwen2.5-math-1.5B_olora__global_step_313/g1/amc23x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,amc23x8,1,Qwen2.5-math-1.5B_opra_opra,RCA (Ours),100,52.2,52.2,/home/caixq/project/LLM_EVAL/eval_results/OPRA-K-ABLATION_think-boxed/json/Qwen2_5_math_1_5B_opra_r32_k8/Qwen2.5-math-1.5B_opra_r32_k8__global_step_100/g1/amc23x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,opra_principle_best
k,amc23x8,8,Qwen2.5-math-1.5B_opra_opra,RCA (Ours),100,81.8,81.8,/home/caixq/project/LLM_EVAL/eval_results/OPRA-K-ABLATION_think-boxed/json/Qwen2_5_math_1_5B_opra_r32_k0/Qwen2.5-math-1.5B_opra_r32_k0__global_step_100/g1/amc23x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,opra_principle_best
k,amc23x8,16,Qwen2.5-math-1.5B_opra_opra,RCA (Ours),100,88.5,88.5,/home/caixq/project/LLM_EVAL/eval_results/OPRA-K-ABLATION_think-boxed/json/Qwen2_5_math_1_5B_opra_r32_k32/Qwen2.5-math-1.5B_opra_r32_k32__global_step_100/g1/amc23x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,opra_principle_best
k,amc23x8,32,Qwen2.5-math-1.5B_opra_opra,RCA (Ours),100,93.8,93.8,/home/caixq/project/LLM_EVAL/eval_results/OPRA-K-ABLATION_think-boxed/json/Qwen2_5_math_1_5B_opra_r32_k32/Qwen2.5-math-1.5B_opra_r32_k32__global_step_100/g1/amc23x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,opra_principle_best
