mode,dataset,k,algo,algo_display,step,score,score_raw,json_path,source
k,aime25x8,16,Llama-3.2-3B-Instruct_olora,OLoRA,200,1.5,1.5,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Llama_3_2_3B_Instruct_olora/Llama-3.2-3B-Instruct_olora__global_step_200/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,32,Llama-3.2-3B-Instruct_olora,OLoRA,200,2.4,2.4,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Llama_3_2_3B_Instruct_olora/Llama-3.2-3B-Instruct_olora__global_step_200/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,64,Llama-3.2-3B-Instruct_olora,OLoRA,200,3.1,3.1,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Llama_3_2_3B_Instruct_olora/Llama-3.2-3B-Instruct_olora__global_step_200/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,128,Llama-3.2-3B-Instruct_olora,OLoRA,200,3.3,3.3,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Llama_3_2_3B_Instruct_olora/Llama-3.2-3B-Instruct_olora__global_step_200/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,1,Llama-3.2-3B-Instruct_rslora,RSLoRA,300,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Llama_3_2_3B_Instruct_rslora/Llama-3.2-3B-Instruct_rslora__global_step_300/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,8,Llama-3.2-3B-Instruct_rslora,RSLoRA,300,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Llama_3_2_3B_Instruct_rslora/Llama-3.2-3B-Instruct_rslora__global_step_300/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,16,Llama-3.2-3B-Instruct_rslora,RSLoRA,300,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Llama_3_2_3B_Instruct_rslora/Llama-3.2-3B-Instruct_rslora__global_step_300/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,32,Llama-3.2-3B-Instruct_rslora,RSLoRA,300,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Llama_3_2_3B_Instruct_rslora/Llama-3.2-3B-Instruct_rslora__global_step_300/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,64,Llama-3.2-3B-Instruct_rslora,RSLoRA,300,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Llama_3_2_3B_Instruct_rslora/Llama-3.2-3B-Instruct_rslora__global_step_300/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,128,Llama-3.2-3B-Instruct_rslora,RSLoRA,300,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Llama_3_2_3B_Instruct_rslora/Llama-3.2-3B-Instruct_rslora__global_step_300/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,1,Llama-3.2-3B-Instruct_adalora,AdaLoRA,300,0.5,0.5,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Llama_3_2_3B_Instruct_adalora/Llama-3.2-3B-Instruct_adalora__global_step_300/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,8,Llama-3.2-3B-Instruct_adalora,AdaLoRA,300,3.7,3.7,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Llama_3_2_3B_Instruct_adalora/Llama-3.2-3B-Instruct_adalora__global_step_300/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,16,Llama-3.2-3B-Instruct_adalora,AdaLoRA,300,6.5,6.5,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Llama_3_2_3B_Instruct_adalora/Llama-3.2-3B-Instruct_adalora__global_step_300/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,32,Llama-3.2-3B-Instruct_adalora,AdaLoRA,300,10.7,10.7,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Llama_3_2_3B_Instruct_adalora/Llama-3.2-3B-Instruct_adalora__global_step_300/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,64,Llama-3.2-3B-Instruct_adalora,AdaLoRA,300,16.5,16.5,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Llama_3_2_3B_Instruct_adalora/Llama-3.2-3B-Instruct_adalora__global_step_300/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,128,Llama-3.2-3B-Instruct_adalora,AdaLoRA,300,24.2,24.2,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Llama_3_2_3B_Instruct_adalora/Llama-3.2-3B-Instruct_adalora__global_step_300/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,1,Llama-3.2-3B-Instruct_vanilla,LoRA,300,0.2,0.2,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Llama_3_2_3B_Instruct_vanilla/Llama-3.2-3B-Instruct_vanilla__global_step_300/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,8,Llama-3.2-3B-Instruct_vanilla,LoRA,300,1.5,1.5,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Llama_3_2_3B_Instruct_vanilla/Llama-3.2-3B-Instruct_vanilla__global_step_300/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,16,Llama-3.2-3B-Instruct_vanilla,LoRA,300,2.9,2.9,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Llama_3_2_3B_Instruct_vanilla/Llama-3.2-3B-Instruct_vanilla__global_step_300/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,32,Llama-3.2-3B-Instruct_vanilla,LoRA,300,5.0,5.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Llama_3_2_3B_Instruct_vanilla/Llama-3.2-3B-Instruct_vanilla__global_step_300/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,64,Llama-3.2-3B-Instruct_vanilla,LoRA,300,7.9,7.9,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Llama_3_2_3B_Instruct_vanilla/Llama-3.2-3B-Instruct_vanilla__global_step_300/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,128,Llama-3.2-3B-Instruct_vanilla,LoRA,300,11.2,11.2,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Llama_3_2_3B_Instruct_vanilla/Llama-3.2-3B-Instruct_vanilla__global_step_300/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,1,ver_rule_grpo_nocurl_Llama-3.2-3B-Instruct,FFT,313,0.7,0.7,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/ver_rule_grpo_Llama-3.2-3B-Instruct/ver_rule_grpo_nocurl_Llama-3.2-3B-Instruct__global_step_313/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime25x8,8,ver_rule_grpo_nocurl_Llama-3.2-3B-Instruct,FFT,313,4.8,4.8,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/ver_rule_grpo_Llama-3.2-3B-Instruct/ver_rule_grpo_nocurl_Llama-3.2-3B-Instruct__global_step_313/g1/aime25x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,1,Llama-3.2-3B-Instruct_opra_opra,RCA (Ours),200,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-K-ABLATION_think-boxed/json/Llama_3_2_3B_Instruct_opra_r32_k0/Llama-3.2-3B-Instruct_opra_r32_k0__global_step_200/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,opra_principle_best
k,aime24x8,8,Llama-3.2-3B-Instruct_opra_opra,RCA (Ours),100,0.1,0.1,/home/caixq/project/LLM_EVAL/eval_results/OPRA-K-ABLATION_think-boxed/json/Llama_3_2_3B_Instruct_opra_r32_k8/Llama-3.2-3B-Instruct_opra_r32_k8__global_step_100/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,opra_principle_best
k,aime24x8,16,Llama-3.2-3B-Instruct_opra_opra,RCA (Ours),100,0.2,0.2,/home/caixq/project/LLM_EVAL/eval_results/OPRA-K-ABLATION_think-boxed/json/Llama_3_2_3B_Instruct_opra_r32_k8/Llama-3.2-3B-Instruct_opra_r32_k8__global_step_100/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,opra_principle_best
k,aime24x8,32,Llama-3.2-3B-Instruct_opra_opra,RCA (Ours),100,0.4,0.4,/home/caixq/project/LLM_EVAL/eval_results/OPRA-K-ABLATION_think-boxed/json/Llama_3_2_3B_Instruct_opra_r32_k8/Llama-3.2-3B-Instruct_opra_r32_k8__global_step_100/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,opra_principle_best
k,aime24x8,64,Llama-3.2-3B-Instruct_opra_opra,RCA (Ours),200,7.0,7.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Llama_3_2_3B_Instruct_opra_opra/Llama-3.2-3B-Instruct_opra_opra__global_step_200/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,128,Llama-3.2-3B-Instruct_opra_opra,RCA (Ours),200,7.9,7.9,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Llama_3_2_3B_Instruct_opra_opra/Llama-3.2-3B-Instruct_opra_opra__global_step_200/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,1,Base Model,Base Model,-1,5.7,5.7,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/base__Llama-3.2-3B-Instruct/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,8,Base Model,Base Model,-1,18.8,18.8,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/base__Llama-3.2-3B-Instruct/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,1,Llama-3.2-3B-Instruct_olora,OLoRA,200,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Llama_3_2_3B_Instruct_olora/Llama-3.2-3B-Instruct_olora__global_step_200/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,8,Llama-3.2-3B-Instruct_olora,OLoRA,200,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Llama_3_2_3B_Instruct_olora/Llama-3.2-3B-Instruct_olora__global_step_200/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,16,Llama-3.2-3B-Instruct_olora,OLoRA,200,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Llama_3_2_3B_Instruct_olora/Llama-3.2-3B-Instruct_olora__global_step_200/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,32,Llama-3.2-3B-Instruct_olora,OLoRA,200,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Llama_3_2_3B_Instruct_olora/Llama-3.2-3B-Instruct_olora__global_step_200/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,64,Llama-3.2-3B-Instruct_olora,OLoRA,200,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Llama_3_2_3B_Instruct_olora/Llama-3.2-3B-Instruct_olora__global_step_200/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,128,Llama-3.2-3B-Instruct_olora,OLoRA,200,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Llama_3_2_3B_Instruct_olora/Llama-3.2-3B-Instruct_olora__global_step_200/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,1,Llama-3.2-3B-Instruct_rslora,RSLoRA,300,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Llama_3_2_3B_Instruct_rslora/Llama-3.2-3B-Instruct_rslora__global_step_300/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,8,Llama-3.2-3B-Instruct_rslora,RSLoRA,300,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Llama_3_2_3B_Instruct_rslora/Llama-3.2-3B-Instruct_rslora__global_step_300/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,16,Llama-3.2-3B-Instruct_rslora,RSLoRA,300,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Llama_3_2_3B_Instruct_rslora/Llama-3.2-3B-Instruct_rslora__global_step_300/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,32,Llama-3.2-3B-Instruct_rslora,RSLoRA,300,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Llama_3_2_3B_Instruct_rslora/Llama-3.2-3B-Instruct_rslora__global_step_300/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,64,Llama-3.2-3B-Instruct_rslora,RSLoRA,300,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Llama_3_2_3B_Instruct_rslora/Llama-3.2-3B-Instruct_rslora__global_step_300/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,128,Llama-3.2-3B-Instruct_rslora,RSLoRA,300,0.0,0.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Llama_3_2_3B_Instruct_rslora/Llama-3.2-3B-Instruct_rslora__global_step_300/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,1,Llama-3.2-3B-Instruct_adalora,AdaLoRA,300,4.1,4.1,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Llama_3_2_3B_Instruct_adalora/Llama-3.2-3B-Instruct_adalora__global_step_300/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,8,Llama-3.2-3B-Instruct_adalora,AdaLoRA,300,17.2,17.2,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Llama_3_2_3B_Instruct_adalora/Llama-3.2-3B-Instruct_adalora__global_step_300/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,16,Llama-3.2-3B-Instruct_adalora,AdaLoRA,300,23.5,23.5,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Llama_3_2_3B_Instruct_adalora/Llama-3.2-3B-Instruct_adalora__global_step_300/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,32,Llama-3.2-3B-Instruct_adalora,AdaLoRA,300,29.9,29.9,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Llama_3_2_3B_Instruct_adalora/Llama-3.2-3B-Instruct_adalora__global_step_300/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,64,Llama-3.2-3B-Instruct_adalora,AdaLoRA,300,36.1,36.1,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Llama_3_2_3B_Instruct_adalora/Llama-3.2-3B-Instruct_adalora__global_step_300/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,128,Llama-3.2-3B-Instruct_adalora,AdaLoRA,300,42.5,42.5,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Llama_3_2_3B_Instruct_adalora/Llama-3.2-3B-Instruct_adalora__global_step_300/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,1,Llama-3.2-3B-Instruct_vanilla,LoRA,300,5.4,5.4,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Llama_3_2_3B_Instruct_vanilla/Llama-3.2-3B-Instruct_vanilla__global_step_300/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,8,Llama-3.2-3B-Instruct_vanilla,LoRA,300,19.2,19.2,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Llama_3_2_3B_Instruct_vanilla/Llama-3.2-3B-Instruct_vanilla__global_step_300/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,16,Llama-3.2-3B-Instruct_vanilla,LoRA,300,23.7,23.7,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Llama_3_2_3B_Instruct_vanilla/Llama-3.2-3B-Instruct_vanilla__global_step_300/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,32,Llama-3.2-3B-Instruct_vanilla,LoRA,300,27.3,27.3,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Llama_3_2_3B_Instruct_vanilla/Llama-3.2-3B-Instruct_vanilla__global_step_300/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,64,Llama-3.2-3B-Instruct_vanilla,LoRA,300,29.9,29.9,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Llama_3_2_3B_Instruct_vanilla/Llama-3.2-3B-Instruct_vanilla__global_step_300/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,128,Llama-3.2-3B-Instruct_vanilla,LoRA,300,32.1,32.1,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Llama_3_2_3B_Instruct_vanilla/Llama-3.2-3B-Instruct_vanilla__global_step_300/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,1,ver_rule_grpo_nocurl_Llama-3.2-3B-Instruct,FFT,313,6.0,6.0,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/ver_rule_grpo_Llama-3.2-3B-Instruct/ver_rule_grpo_nocurl_Llama-3.2-3B-Instruct__global_step_313/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,aime24x8,8,ver_rule_grpo_nocurl_Llama-3.2-3B-Instruct,FFT,313,22.4,22.4,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/ver_rule_grpo_Llama-3.2-3B-Instruct/ver_rule_grpo_nocurl_Llama-3.2-3B-Instruct__global_step_313/g1/aime24x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
k,amc23x8,1,Llama-3.2-3B-Instruct_opra_opra,RCA (Ours),200,0.2,0.2,/home/caixq/project/LLM_EVAL/eval_results/OPRA-K-ABLATION_think-boxed/json/Llama_3_2_3B_Instruct_opra_r32_k8/Llama-3.2-3B-Instruct_opra_r32_k8__global_step_200/g1/amc23x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,opra_principle_best
k,amc23x8,8,Llama-3.2-3B-Instruct_opra_opra,RCA (Ours),100,0.4,0.4,/home/caixq/project/LLM_EVAL/eval_results/OPRA-K-ABLATION_think-boxed/json/Llama_3_2_3B_Instruct_opra_r32_k0/Llama-3.2-3B-Instruct_opra_r32_k0__global_step_100/g1/amc23x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,opra_principle_best
k,amc23x8,16,Llama-3.2-3B-Instruct_opra_opra,RCA (Ours),100,0.5,0.5,/home/caixq/project/LLM_EVAL/eval_results/OPRA-K-ABLATION_think-boxed/json/Llama_3_2_3B_Instruct_opra_r32_k0/Llama-3.2-3B-Instruct_opra_r32_k0__global_step_100/g1/amc23x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,opra_principle_best
k,amc23x8,32,Llama-3.2-3B-Instruct_opra_opra,RCA (Ours),100,0.6,0.6,/home/caixq/project/LLM_EVAL/eval_results/OPRA-K-ABLATION_think-boxed/json/Llama_3_2_3B_Instruct_opra_r32_k0/Llama-3.2-3B-Instruct_opra_r32_k0__global_step_100/g1/amc23x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,opra_principle_best
k,amc23x8,64,Llama-3.2-3B-Instruct_opra_opra,RCA (Ours),100,80.4,80.4,/home/caixq/project/LLM_EVAL/eval_results/OPRA-LoRA_think-boxed/json/Llama_3_2_3B_Instruct_opra_opra/Llama-3.2-3B-Instruct_opra_opra__global_step_100/g1/amc23x8/test_think-boxed_-1_seed0_t0.6_s0_e-1_think-boxed_metrics.json,eval_root
